time,temperature,humidity
2025-12-01 23:44:39,20.3,43.9
2025-12-01 23:44:43,20.3,43.9
2025-12-01 23:44:49,20.3,43.9
2025-12-01 23:44:52,20.4,43.9
2025-12-01 23:45:01,20.3,43.7
2025-12-01 23:45:05,20.4,43.7
2025-12-01 23:45:27,20.4,43.8
2025-12-01 23:45:31,20.4,43.7
2025-12-01 23:45:35,20.4,43.7
2025-12-01 23:45:38,20.4,43.8
2025-12-01 23:45:42,20.4,43.7
2025-12-01 23:45:45,20.4,43.7
2025-12-01 23:45:49,20.4,43.7
2025-12-01 23:45:52,20.4,43.7
2025-12-01 23:45:56,20.4,43.7
2025-12-01 23:46:00,20.4,43.6
2025-12-01 23:46:03,20.4,43.7
2025-12-01 23:46:09,20.4,43.5
2025-12-01 23:46:13,20.4,43.5
2025-12-01 23:46:16,20.4,43.7
2025-12-01 23:46:20,20.4,43.7
2025-12-01 23:46:24,20.4,43.6
2025-12-01 23:46:32,20.4,43.7
2025-12-01 23:51:41,20.5,43.4
2025-12-01 23:51:47,20.5,43.4
2025-12-01 23:51:51,20.5,43.5
2025-12-01 23:51:54,20.5,43.5
2025-12-01 23:51:58,20.5,43.5
2025-12-01 23:52:04,20.5,43.4
2025-12-01 23:52:08,20.6,43.5
2025-12-01 23:52:11,20.6,43.5
2025-12-01 23:52:15,20.5,43.4
2025-12-01 23:52:18,20.6,43.5
2025-12-01 23:52:22,20.6,43.5
2025-12-01 23:52:25,20.6,43.4
2025-12-01 23:52:29,20.6,43.4
2025-12-01 23:52:33,20.5,43.5
2025-12-01 23:52:36,20.5,43.4
2025-12-01 23:52:55,20.6,43.6
2025-12-01 23:52:59,20.6,43.5
2025-12-02 00:40:32,22.6,41.4
2025-12-02 00:40:35,22.6,39.3
2025-12-02 00:40:39,22.5,39.5
2025-12-02 00:40:43,22.5,39.6
2025-12-02 00:40:46,22.5,40.1
2025-12-02 00:40:52,22.5,39.5
2025-12-02 00:40:56,22.6,40.4
2025-12-02 00:41:07,22.5,40.1
2025-12-02 00:41:13,22.5,40.0
2025-12-02 00:41:22,22.6,40.0
2025-12-02 00:41:26,22.5,40.5
2025-12-02 00:41:29,22.5,40.2
2025-12-02 00:41:38,22.5,39.9
2025-12-02 00:41:47,22.6,40.4
2025-12-02 00:41:50,22.6,40.1
2025-12-02 00:41:54,22.5,40.0
2025-12-02 00:42:03,22.6,39.9
2025-12-02 00:42:06,22.5,39.9
2025-12-02 00:42:10,22.5,40.2
2025-12-02 00:42:13,22.6,39.9
2025-12-02 00:42:17,22.5,40.6
2025-12-02 00:42:20,22.5,40.2
2025-12-02 00:42:24,22.5,40.7
2025-12-02 00:42:28,22.5,40.6
2025-12-02 00:42:31,22.5,40.7
2025-12-02 00:42:35,22.5,40.7
2025-12-02 00:42:38,22.5,40.6
2025-12-02 00:42:42,22.5,39.8
2025-12-02 00:42:48,22.6,40.7
2025-12-02 00:42:52,22.5,40.6
2025-12-02 00:42:55,22.5,40.0
2025-12-02 00:42:59,22.6,39.8
2025-12-02 00:43:02,22.5,39.9
2025-12-02 00:43:06,22.5,39.9
2025-12-02 00:43:12,22.6,40.8
2025-12-02 00:43:16,22.5,40.1
2025-12-02 00:43:22,22.5,40.7
2025-12-02 00:43:25,22.5,40.3
2025-12-02 00:43:29,22.5,39.9
2025-12-02 00:43:38,22.5,40.7
2025-12-02 00:43:44,22.6,40.0
2025-12-02 00:43:47,22.6,40.1
2025-12-02 00:43:51,22.5,40.1
2025-12-02 00:43:55,22.5,39.9
2025-12-02 00:43:58,22.6,40.2
2025-12-02 00:44:07,22.6,40.0
2025-12-02 00:44:10,22.6,40.1
2025-12-02 00:44:14,22.6,40.1
2025-12-02 00:44:20,22.6,40.2
2025-12-02 00:44:24,22.6,40.1
2025-12-02 00:44:27,22.6,40.1
2025-12-02 00:44:31,22.6,40.0
2025-12-02 00:44:37,22.5,40.0
2025-12-02 00:44:41,22.6,40.7
2025-12-02 00:44:44,22.6,40.1
2025-12-02 00:44:50,22.6,39.9
2025-12-02 00:44:57,22.6,39.9
2025-12-02 00:45:00,22.6,39.9
2025-12-02 00:45:04,22.6,40.5
2025-12-02 00:45:10,22.6,40.5
2025-12-02 00:45:13,22.6,39.9
2025-12-02 00:45:17,22.6,40.6
2025-12-02 00:45:21,22.6,40.1
2025-12-02 00:45:24,22.6,39.9
2025-12-02 00:45:28,22.6,40.0
2025-12-02 00:45:34,22.6,39.9
2025-12-02 00:45:40,22.6,39.9
2025-12-02 00:45:46,22.6,40.0
2025-12-02 00:45:50,22.6,39.9
2025-12-02 00:45:53,22.6,40.0
2025-12-02 00:45:57,22.6,40.1
2025-12-02 00:46:03,22.6,39.9
2025-12-02 00:46:07,22.6,40.6
2025-12-02 00:46:10,22.6,39.9
2025-12-02 00:46:16,22.6,39.8
2025-12-02 00:46:23,22.6,39.9
2025-12-02 00:46:26,22.6,39.7
2025-12-02 00:46:30,22.6,40.5
2025-12-02 00:46:36,22.6,39.9
2025-12-02 00:46:39,22.6,39.9
2025-12-02 00:46:43,22.6,39.9
2025-12-02 00:46:47,22.6,39.8
2025-12-02 00:47:00,22.6,39.8
2025-12-02 00:47:04,22.7,40.0
2025-12-02 00:47:08,22.6,39.8
2025-12-02 00:47:11,22.7,39.6
2025-12-02 00:47:15,22.6,39.7
2025-12-02 00:47:18,22.6,39.8
2025-12-02 00:47:22,22.7,39.8
2025-12-02 00:47:25,22.6,40.5
2025-12-02 00:47:32,22.7,39.8
2025-12-02 00:47:35,22.7,40.7
2025-12-02 00:47:41,22.7,40.7
2025-12-02 00:47:48,22.7,39.9
2025-12-02 00:47:51,22.7,40.7
2025-12-02 00:47:55,22.7,39.9
2025-12-02 00:47:58,22.7,40.0
2025-12-02 00:48:07,22.7,40.5
2025-12-02 00:48:11,22.7,40.6
2025-12-02 00:48:14,22.7,39.9
2025-12-02 00:48:18,22.7,40.6
2025-12-02 00:48:32,22.7,40.8
2025-12-02 00:48:35,22.7,40.6
2025-12-02 00:48:39,22.8,40.2
2025-12-02 00:48:42,22.8,40.1
2025-12-02 00:48:46,22.8,40.6
2025-12-02 00:48:49,22.8,40.0
2025-12-02 00:48:53,22.8,40.1
2025-12-02 00:48:59,22.8,40.7
2025-12-02 00:49:03,22.8,40.7
2025-12-02 00:49:06,22.8,39.8
2025-12-02 00:49:10,22.8,40.6
2025-12-02 00:49:14,22.8,39.8
2025-12-02 00:49:17,22.8,39.9
2025-12-02 00:49:23,22.8,40.6
2025-12-02 00:49:27,22.8,39.9
2025-12-02 00:49:36,22.8,40.5
2025-12-02 00:49:42,22.8,39.9
2025-12-02 00:49:45,22.7,40.0
2025-12-02 00:49:49,22.8,39.8
2025-12-02 00:49:52,22.8,40.3
2025-12-02 00:49:56,22.7,39.9
2025-12-02 00:50:02,22.7,40.1
2025-12-02 00:50:06,22.8,39.9
2025-12-02 00:50:12,22.8,39.9
2025-12-02 00:50:15,22.7,40.0
2025-12-02 00:50:19,22.8,40.0
2025-12-02 00:50:25,22.8,40.1
2025-12-02 00:50:29,22.8,40.0
2025-12-02 00:50:32,22.8,40.0
2025-12-02 00:50:36,22.8,40.4
2025-12-02 00:50:42,22.8,40.1
2025-12-02 00:50:46,22.8,40.1
2025-12-02 00:50:54,22.8,40.7
2025-12-02 00:50:58,22.8,40.1
2025-12-02 00:51:02,22.8,41.0
2025-12-02 00:51:05,22.8,40.1
2025-12-02 00:51:11,22.8,40.8
2025-12-02 00:51:15,22.8,40.2
2025-12-02 00:51:18,22.8,41.0
2025-12-02 00:51:25,22.8,40.5
2025-12-02 00:51:28,22.8,40.1
2025-12-02 00:51:32,22.8,41.1
2025-12-02 00:51:35,22.8,40.2
2025-12-02 00:51:39,22.8,41.0
2025-12-02 00:51:43,22.8,40.4
2025-12-02 00:51:56,22.8,40.4
2025-12-02 00:52:00,22.8,40.3
2025-12-02 00:52:06,22.8,40.6
2025-12-02 00:52:10,22.8,40.7
2025-12-02 00:52:16,22.8,40.2
2025-12-02 00:52:19,22.8,40.1
2025-12-02 00:52:23,22.8,40.8
2025-12-02 00:52:27,22.8,41.0
2025-12-02 00:52:30,22.8,40.9
2025-12-02 00:52:39,22.8,40.1
2025-12-02 00:52:45,22.8,40.9
2025-12-02 00:52:49,22.8,40.5
2025-12-02 00:52:52,22.8,40.0
2025-12-02 00:52:56,22.8,39.9
2025-12-02 00:52:59,22.8,40.0
2025-12-02 00:53:03,22.8,40.1
2025-12-02 00:53:09,22.8,40.9
2025-12-02 00:53:13,22.8,40.0
2025-12-02 00:53:16,22.8,40.9
2025-12-02 00:53:33,22.9,40.3
2025-12-02 00:53:36,22.9,40.3
2025-12-02 00:53:45,22.9,40.1
2025-12-02 00:53:49,22.8,41.2
2025-12-02 00:53:55,22.8,40.4
